MPI,	OMP,	Send MSG,	OMP time,	Array,	Recv msg,	total time
13,24,	0.660450,	0.269085,	0.068121,	0.352916,	1.778338,

13,25,	0.304118,	0.189156,	0.064857,	0.219329,	1.140707,

13,26,	0.298105,	0.247761,	0.066103,	0.216854,	1.178304,

13,27,	0.294715,	0.204494,	0.066497,	0.222708,	1.162141,

13,28,	0.310885,	0.224628,	0.089008,	0.214945,	1.232481,

13,29,	0.311900,	0.191185,	0.072600,	0.218035,	1.281700,

13,30,	0.305141,	0.236775,	0.076600,	0.216500,	1.161441,

14,1,	0.544875,	0.412173,	0.054923,	0.610806,	2.123223,

14,2,	0.398782,	0.242692,	0.055505,	0.409082,	1.396384,

14,3,	0.351514,	0.179955,	0.056114,	0.328482,	1.149178,

